Provider Name,City,State,ZIP,Payment,Rural Location
EAST ALLEN TOWNSHIP VOLUNTEER AMBULANCE CORPS,NORTHAMPTON,PA,180679705,$   831.83,NO
EAST FREEDOM SURGICAL ASSOCIATES LLC,DUNCANSVILLE,PA,166354841,"$   27,677.53",YES
EAST PENNSBORO AMBULANCE SERVICE INC,NEW CUMBERLAND,PA,170700726,"$   1,558.70",NO
EAST SIDE ENDOSCOPY LLC,JAMISON,PA,189291098,$   622.28,NO
EAST SUBURBAN SPORTS MEDICINE CENTER LTD,MURRYSVILLE,PA,15668,$   500.00,NO
EASTER SEALS EASTERN PENNSYLVANIA,READING,PA,196053161,"$   5,337.04",NO
EASTON BRIGHT SMILES PC,WARRINGTON,PA,189762207,$   500.00,NO
EBENSBURG AREA AMBULANCE ASSOCIATION,EBENSBURG,PA,159311804,"$   42,199.26",YES
EDELBROOK EMERGENCY PHYSICIANS LLC,HORSHAM,PA,190442279,"$   24,407.64",NO
EDINBORO HEALTH & WELLNESS CENTER PC,EDINBORO,PA,164122121,"$   1,120.18",NO
EDWARD J GAYDOS DPM PC,SCHUYLKILL HAVEN,PA,179721153,"$   22,359.58",YES
EDWARD J. KOLONSKY DMD PC,SHENANDOAH,PA,179761555,$   794.28,YES
EDWARD WOODLE,INDIANA,PA,157013603,"$   3,802.49",YES
EDWARDS CHIROPRACTIC LLC,STATE COLLEGE,PA,168012647,$   500.00,NO
EFREN LEONIDA MD LLC,MT PLEASANT,PA,156661458,"$   1,981.50",NO
"ELDER RESOURCE MANAGEMENT, INC",PITTSBURGH,PA,152172906,$   500.00,NO
ELDREDSVILLE VOLUNTEER FIRE COMPANY,FORKSVILLE,PA,186168984,"$   1,808.32",YES
ELGIN GASTROENTEROLOGY ENDOSCOPY CENTER LLC,JAMISON,PA,189291098,$   692.92,NO
ELITE SPINE AND SPORTS PHYSICAL THERAPY,WILKES BARRE,PA,187024465,$   500.00,NO
ELIZABETH A HENRY-BURNETT DC,CAMBRIDGE SPRINGS,PA,164033461,$   954.88,YES
"ELIZABETHTOWN PHYSICAL THERAPY, LLC",MECHANICSBURG,PA,170554325,"$   27,814.33",YES
"ELK CREEK HOME CARE, LLC",ERIE,PA,165082639,$   500.00,NO
ELK HAVEN NURSING HOME ASSOCIATION,ST. MARYS,PA,158573417,"$   281,476.92",YES
ELK REGIONAL HEALTH CENTER,DU BOIS,PA,158011440,"$   2,240,695.56",YES
ELKHORN VALLEY REHABILITATION HOSPITAL LLC,MECHANICSBURG,PA,170554904,"$   243,122.45",YES
ELKINS CREST HEALTH & REHABILITATION CENTER LLC,ELKINS PARK,PA,190272221,"$   1,366.24",NO
ELLEN MEMORIAL LLC,HONESDALE,PA,184314096,"$   251,533.81",YES
ELLEN OBRIEN GAISER ADDICTION CENTER,BUTLER,PA,160016917,"$   30,862.45",YES
ELWYN OF PENNSYLVANIA AND DELAWARE,ELWYN,PA,19063,"$   1,866.44",NO
EMERGENCY CARE ASSOCIATES OF INDIANA LLC,HORSHAM,PA,190442279,"$   155,304.09",YES
EMERGENCY MEDICAL ASSOCIATION SOUND SHORE PLLC,HORSHAM,PA,190442279,$   560.36,NO
"EMERGENCY MEDICAL SERVICES KANSAS, LLC",HORSHAM,PA,190442279,"$   25,374.10",YES
"EMERGYCARE, INC",ERIE,PA,165022872,"$   246,126.84",YES
"EMG NEUROLOGY CENTER, INC",LEBANON,PA,170425547,"$   1,087.34",NO
EMILY CHU OD PC,ALLENTOWN,PA,181044858,$   500.00,NO
EMO MEDICAL CARE LLC,HORSHAM,PA,190442279,$   500.00,NO
EMS KANSAS MCPHERSON LLC,HORSHAM,PA,190442279,"$   14,239.08",YES
EMS OF CHILLICOTHE LLC,HORSHAM,PA,190442279,"$   16,825.51",YES
EMS SOUTHWEST INC,WAYNESBURG,PA,153702510,"$   78,488.61",YES
"ENDLESS MOUNTAINS EXTENDED CARE, LLC",FACTORYVILLE,PA,184197949,"$   1,258.93",NO
"ENDLESS MOUNTAINS HEALTH SYSTEMS, INC.",MONTROSE,PA,188011106,"$   643,968.96",YES
ENDOSCOPY ASSOCIATES OF VALLEY FORGE LLC,JAMISON,PA,189291098,$   500.00,NO
"ENDOSCOPY CENTER AT ROBINWOOD, LLC",JAMISON,PA,189291098,"$   4,125.19",NO
ENDOSCOPY CENTER AT ST MARY,JAMISON,PA,189291098,$   500.00,NO
"ENDOSCOPY CENTER OF BUCKS COUNTY, LP",JAMISON,PA,189291098,$   500.00,NO
ENDOSCOPY CENTER OF NIAGARA LLC,JAMISON,PA,189291098,$   756.37,NO
"ENDOSCOPY CENTER OF WESTERN NEW YORK, LLC",JAMISON,PA,189291098,"$   5,757.96",NO
ENT & ALLERGY SPECIALISTS OF WESTERN PA PC,SEWICKLEY,PA,151431300,"$   6,574.47",YES
ENT SURGERY GROUP PC,CAMP HILL,PA,170112223,$   678.17,NO
ENVISION EYE CARE,MIFFLINTOWN,PA,170597724,"$   12,963.18",YES
"ENVOY OF SOMERSET, LLC",SOMERSET,PA,155017055,"$   286,589.28",YES
EPHRATA COMMUNITY HOSPITAL,CHAMBERSBURG,PA,172014232,"$   55,329.42",NO
EPN HAMOT URGENT CARE LLC,PITTSBURGH,PA,152032348,"$   2,566.78",NO
ERB PHYSICAL THERAPY P.C.,CANONSBURG,PA,153171765,$   500.00,NO
"ERIC J. SCHENKEL,M.D. PC",BETHLEHEM,PA,180208037,$   500.00,NO
"ERIC R. MILLER, OD, PC",WEST GROVE,PA,193908102,$   500.00,NO
ERIE PHYSICIANS NETWORK UPMC INC,PITTSBURGH,PA,152032348,"$   12,556.08",YES
"ERWINES HOME HEALTH AND HOSPICE, INC",KINGSTON,PA,187045141,"$   2,089.77",NO
"ESPERANZA HEALTH CENTER, INC.",PHILADELPHIA,PA,191402319,"$   1,790.11",NO
ESPOSITO MEDICAL ASSOCIATES LTD,MOUNT PLEASANT,PA,156661004,$   811.96,NO
ESSEX EMERGENCY PHYSICIANS LLC,HORSHAM,PA,190442279,$   500.00,YES
EVANGELICAL COMMUNITY HOSPITAL,LEWISBURG,PA,178379314,"$   4,780,104.08",YES
EVANGELICAL MEDICAL SERVICES ORGANIZATION,LEWISBURG,PA,178379350,"$   1,018,362.50",YES
EVANGELICAL REGIONAL MOBILE MEDICAL SERVICES LLC,LEWISBURG,PA,178379350,"$   30,705.39",YES
EVANS CHIROPRACTIC CENTER INC,NEW MILFORD,PA,188347431,"$   2,173.89",YES
"EVERGREEN ELM, INC.",BRADFORD,PA,167016516,"$   25,699.49",YES
EVERGREEN HOMES INC,FORD CITY,PA,162260000,"$   26,933.17",YES
EVERGREEN PHYSICIANS OF NORTH JERSEY PC,HORSHAM,PA,190442279,$   500.00,NO
EXCEL PAIN CONSULTANTS LLC,AU QUIPPA,PA,150012150,"$   30,957.57",YES
EXCELA HEALTH HOME CARE & HOSPICE,GREENSBURG,PA,156012126,"$   70,243.07",NO
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",GREENSBURG,PA,156018153,"$   150,019.16",YES
EXPRESS MOBILE DIAGNOSTIC SERVICES LLC,JEANNETTE,PA,156444500,"$   33,284.91",YES
EYE ASSOCIATES OF LANCASTER LTD,LANCASTER,PA,176014340,$   753.46,NO
"EYEDOC ASSOCIATES, LLC",ALTOONA,PA,166014818,"$   5,417.00",NO
"FAIR WINDS MANOR, LP",SARVER,PA,160558603,"$   31,202.92",NO
FAIRVIEW CARE CENTER OF BETHLEHEM PIKE SNF LLC,PHILADELPHIA,PA,191182815,"$   3,469.88",NO
FAIRVIEW CARE CENTER OF PAPERMILL ROAD SNF LLC,GLENSIDE,PA,190387833,$   500.00,NO
FAITHFUL AT HOME CARE LLC,LANCASTER,PA,17603,"$   22,390.56",NO
FALMOUTH OPERATIONS LLC,KENNETT SQUARE,PA,193483109,"$   47,791.14",NO
FAMILY CARE CENTERS INC,EAST STRAUDSBURG,PA,183013006,"$   422,197.63",YES
"FAMILY CHIROPRACTIC CENTER OF PITTSBURGH, LLC",PITTSBURGH,PA,152059761,$   500.00,NO
FAMILY EYECARE NORTH LLC,SEVEN FIELDS,PA,160467864,$   500.00,NO
FAMILY FIRST HEALTH CORPORATION,YORK,PA,174011443,"$   12,577.59",YES
FAMILY HEALTH ASSOCIATES OF GEISINGER LEWISTOWN HOSPITAL,DANVILLE,PA,178224903,"$   6,543.92",YES
FAMILY HEALTH CARE CENTER OF PUNXSUTAWNEY INC,PUNXSUTAWNEY,PA,157672605,"$   38,938.61",YES
FAMILY HOME HEALTH LP,MONROEVILLE,PA,151462398,"$   237,847.79",YES
FAMILY PRACTICE MEDICAL ASSOCIATE SOUTH INC,PITTSBURGH,PA,152125255,$   756.59,NO
FARHAT HASSAN,PHILADELPHIA,PA,191073323,$   500.00,NO
"FARIAS HEALTH, INC",READING,PA,196013410,$   500.00,NO
FATULA FAMILY EYE CARE PLLC,DU BOIS,PA,158015868,"$   4,954.37",YES
FAYETTE EMS,CONNELLSVILLE,PA,154250862,"$   32,402.50",YES
FAYETTE ONCOLOGY ASSOCIATES,PITTSBURGH,PA,152032348,"$   10,436.29",YES
FAYETTE PHYSICIAN NETWORK INC,UNIONTOWN,PA,154015514,"$   37,481.63",YES
"FAYETTE REGIONAL EYECARE, INC.",UNIONTOWN,PA,154015522,$   624.26,NO
"FAYETTE RESOURCES, INC",UNIONTOWN,PA,15401,"$   62,633.60",NO
"FAYETTE TREATMENT CENTER, LLC",CARMICHAELS,PA,153202434,"$   12,257.99",YES
FC OF PENNSYLVANIA INC,LEMOYNE,PA,170431231,"$   1,849.05",NO
FC SELECT LLC,MECHANICSBURG,PA,170550793,"$   1,919.50",NO
FELLOWSHIP SUPPORTS COORDINATION AGENCY,WEST CHESTER,PA,193824882,$   500.00,NO
FINE BRYANT & WAH INC,MECHANICSBURG,PA,170554325,$   500.00,NO
"FIRST CHOICE CHIROPRACTIC CENTRES NORTHEAST, INC.",WAYMART,PA,184724595,"$   3,528.67",YES
FIVE NINETY SIX SHELDON ROAD OPERATIONS LLC,KENNETT SQUARE,PA,193483109,"$   215,820.02",YES
FIVE STAR MEDICAL SERVICES LLC,AMBRIDGE,PA,150032405,$   500.00,NO
FMS ABRAMSON LLC,NORTH WALES,PA,194541320,$   940.09,NO
FMS PHILADELPHIA DIALYSIS LLC,PHILADELPHIA,PA,191251012,"$   1,880.19",NO
FOCUS BEHAVIORAL HEALTH INC.,LITTLESTOWN,PA,173401617,"$   5,301.26",NO
FOLIUM INC,CHAMBERSBURG,PA,172029252,"$   22,056.08",NO
"FOOT & ANKLE ASSOCIATES OF LANCASTER, LLC",LANCASTER,PA,176012644,$   614.69,NO
FOREST CITY CARE CONTINUUM LLC,EDDYSTONE,PA,190221375,"$   167,597.59",YES
FOREST HILLS AREA AMBULANCE ASSOCIATION,SAINT MICHAEL,PA,159510461,"$   2,241.44",YES
"FORTIS EMERGENCY PHYSICIANS, LLC",PHILADELPHIA,PA,191010052,$   500.00,NO
FOUNDATIONS MEDICAL SERVICES LLC,DUNCANSVILLE,PA,166350967,"$   34,048.28",YES
FOUR SEASONS ENDOSCOPY CENTER INC,BEAVER FALLS,PA,150101634,"$   16,530.12",NO
FOX NURSING HOME CORP,PLYMOUTH MEETING,PA,194621246,"$   7,049.93",NO
FOX SUBACUTE AT CLARA BURKE,PLYMOUTH MEETING,PA,194621246,"$   2,338.17",NO
"FOX SUBACUTE AT MECHANICSBURG, LLC",PLYMOUTH MEETING,PA,194621246,"$   21,312.61",YES
FOX SUBACUTE AT SOUTH PHILADELPHIA LLC,PLYMOUTH MEETING,PA,194621246,$   970.14,NO
FOXDALE VILLAGE CORPORATION,STATE COLLEGE,PA,168016269,$   500.00,NO
FRANKLIN CENTER OPCO LLC,CHAMBERSBURG,PA,172023060,"$   121,116.32",NO
FREDERICK MENNONITE COMMUNITY,ZIEGLERVILLE,PA,194921302,"$   2,622.68",NO
"FREDERICKSBURG FAMILY EYECARE, P.C.",FREDERICKSBURG,PA,17026,$   500.00,NO
FREEDOM DIALYSIS LLC,BRYN MAWR,PA,190103845,"$   10,341.02",NO
FREEDOM MANAGEMENT SERVICES LLC,MECHANICSBURG,PA,170554325,$   500.00,NO
FRENCH CREEK DENTAL GROUP,SLIPPERY ROCK,PA,160571247,"$   5,326.71",YES
"FRESENIUS KIDNEY CARE PITTSBURGH, LLC",PITTSBURGH,PA,152231319,"$   12,685.85",NO
"FRESENIUS MEDICAL CARE CARLISLE, LLC",CARLISLE,PA,170132520,"$   1,880.19",NO
FRESENIUS MEDICAL CARE DUBOIS LLC,PHILIPSBURG,PA,168668258,"$   154,699.26",YES
"FRESENIUS MEDICAL CARE HARSTON HALL, LLC",FLOURTOWN,PA,190312100,"$   1,880.19",NO
"FRESENIUS MEDICAL CARE NEWBERRY COMMONS, LLC",ETTERS,PA,173199315,"$   3,760.37",NO
FRESENIUS MEDICAL CARE OF HUNTINGDON VALLEY LLC,PHILADELPHIA,PA,191163906,$   940.09,NO
"FRESENIUS MEDICAL CARE READING, LLC",WYOMISSING,PA,196102030,"$   2,820.28",NO
FRESENIUS MEDICAL CARE SHARON HILL LLC,SHARON HILL,PA,190791405,"$   3,760.37",NO
"FRESENIUS MEDICAL CARE SOUTHWEST PITTSBURGH, LLC",PITTSBURGH,PA,152051018,"$   3,760.37",NO
FRESENIUS MEDICAL CARE WEST SCRANTON LLC,SCRANTON,PA,18504,"$   3,760.37",NO
"FRESENIUS MEDICAL CARE WYOMISSING, LLC",WYOMISSING,PA,196101229,"$   6,580.65",NO
FRICK HOSPITAL,GREENSBURG,PA,156017848,"$   197,471.57",NO
FUGATE MEDICAL ASSOCIATES INC,DU BOIS,PA,158010348,"$   2,329.50",YES
FULTON COUNTY MEDICAL CENTER,MC CONNELLSBURG,PA,172338559,"$   1,115,986.40",YES
"G. U., INC.",LATROBE,PA,156501805,"$   13,886.80",NO
GAMBER PHYSICAL THERAPY & FITNESS LLC,MILLERSVILLE,PA,175511126,$   500.00,NO
GARVEY MANOR NURSING HOME,HOLLIDAYSBURG,PA,166482607,"$   36,156.08",NO
GASTROINTESTINAL ENDOSCOPY CENTER LLC,JAMISON,PA,189291098,$   500.00,NO
GATEWAY REHABILITATION CENTER-BRADDOCK,MOON TOWNSHIP,PA,151082719,"$   46,036.91",NO
GATHAGAN INVESTMENT COMPANY LP,CURWENSVILLE,PA,168331158,"$   3,006.51",YES
GAUDENZIA INC,NORRISTOWN,PA,194014716,"$   141,894.18",YES
GEISINGER - HM JOINT VENTURE LLC,DANVILLE,PA,178224903,"$   183,854.00",YES
GEISINGER BLOOMSBURG HOSPITAL,DANVILLE,PA,178224903,"$   308,607.27",NO
GEISINGER CLINIC,DANVILLE,PA,178223007,"$   6,450,811.03",YES
GEISINGER JERSEY SHORE HOSPITAL,DANVILLE,PA,178224903,"$   557,582.41",YES
GEISINGER LEWISTOWN HOSPITAL,DANVILLE,PA,178224903,"$   4,313,891.07",YES
GEISINGER MEDICAL CENTER,DANVILLE,PA,178224903,"$   16,346,817.18",YES
GEISINGER WYOMING VALLEY MEDICAL CENTER,DANVILLE,PA,178222575,"$   1,676,891.44",YES
"GENE W. MANZETTI, M.D, P.C.",PITTSBURGH,PA,152364651,$   500.00,NO
"GENERAL CARE SERVICES, INC.",WARREN,PA,163652116,"$   94,845.43",YES
GEORGE L AUSTIN MD LTD,GREENSBURG,PA,156012746,$   500.00,NO
GEORGE OD ROSENWASSER MD PC,HERSHEY,PA,170332015,"$   5,945.13",YES
GERALD GEIST,SELINSGROVE,PA,178707766,"$   35,076.60",YES
GERALD GEIST OD,SELINSGROVE,PA,178707766,"$   14,452.74",YES
GETTYSBURG PEDIATRICS,GETTYSBURG,PA,173257281,"$   7,176.81",NO
GLADE RUN MEDICAL ASSOCIATES INC,KITTANNING,PA,162017141,"$   108,428.15",YES
GLENDALE AREA MEDICAL ASSOCIATION INC,COALPORT,PA,166270375,"$   44,136.44",YES
"GLOBALREHAB - FORT WORTH, LP",MECHANICSBURG,PA,170554325,"$   103,135.63",YES
"GLOBALREHAB-SCOTTSDALE, LLC",MECHANICSBURG,PA,17055,"$   68,705.81",YES
"GODWIT INPATIENT SERVICES, LLC",HORSHAM,PA,190442279,"$   32,964.66",NO
GOLDEN HILL NURSING AND REHAB LP,BUTLER,PA,160014363,"$   487,441.01",YES
GOOD SAMARITAN HOSPICE OF PITTSBURGH,VALENCIA,PA,160593142,"$   147,454.86",NO
GOOD SHEPHERD AT HOME LLC,ALLENTOWN,PA,181033308,"$   1,280.10",NO
"GOOD SHEPHERD HOME LONG TERM CARE FACILITY, INC",ALLENTOWN,PA,181033308,"$   2,732.48",NO
GOOD SHEPHERD REHABILITATION HOSPITAL,ALLENTOWN,PA,181033308,"$   112,808.30",YES
GOODWILL HEALTHCARE INC,STROUDSBURG,PA,183608330,"$   2,533.91",NO
"GORMISH CHIROPRACTIC & REHABILITATION, INC.",CARROLLTOWN,PA,157220630,"$   2,962.31",YES
GOSHEN FIRE COMPANY,WEST CHESTER,PA,193806251,$   687.16,NO
GRACE PENMAN,BLOOMSBURG,PA,178159432,$   500.00,NO
GRAND VIEW EMERGENCY PROFESSIONALS PC,PHILADELPHIA,PA,191826906,$   500.00,NO
GRANDVIEW OPERATIONS LLC,DANVILLE,PA,178218022,"$   125,236.10",NO
GREAT LAKES PHYSICIAN PRACTICE PC,PITTSBURGH,PA,152132536,"$   744,837.92",YES
GREAT LAKES SPECIALTY HOSPTIAL - HACKLEY LLC,MECHANICSBURG,PA,170554325,"$   106,041.71",NO
GREAT SOUTH BAY ENDOSCOPY CENTER LLC,JAMISON,PA,189291098,$   660.99,NO
GREATER LEHIGH FAMILY MEDICINE LLC,BETHLEHEM,PA,180201483,$   500.00,NO
"GREATER PITTSBURGH CHIROPRACTIC CENTERS, INC.",WEXFORD,PA,15090,$   500.00,NO
GREATER PITTSTON AMBULANCE,PITTSTON,PA,186401700,$   868.00,NO
GREEN HOME,WELLSBORO,PA,169011857,"$   320,758.56",YES
"GREEN RIDGE HEALTHCARE GROUP, LLC",SCRANTON,PA,185091000,"$   24,409.10",NO
"GREENE ARC, INC",PROSPERITY,PA,153291625,"$   19,044.71",YES
GREENLEAF NURSING AND CONVALESCENT INC,DOYLESTOWN,PA,189014883,"$   1,618.58",NO
GREENTREE MEDICAL CENTER PC,JEFFERSON,PA,153440470,"$   21,087.63",YES
"GREENWOOD REGIONAL REHABILITATION HOSPITAL, LLC",MECHANICSBURG,PA,170554904,"$   708,567.42",YES
GREER CHIROPRACTIC & REHABILITATION PLLC,BRIDGEVILLE,PA,150172368,$   500.00,NO
GREGORY EDWARDS,STATE COLLEGE,PA,168012647,$   500.00,NO
GREGORY L BITTNER OD LLC,SOMERSET,PA,155011539,"$   3,246.35",YES
GROVE CITY MEDICAL CENTER,GROVE CITY,PA,161274603,"$   1,348,188.53",YES
GS REHAB & NURSING CENTER LLC,WILLOW GROVE,PA,190901901,"$   6,776.41",NO
GSH HOME MED CARE LLC,LEBANON,PA,170464875,"$   16,021.51",NO
GSL HOSPITAL,BETHLEHEM,PA,180151000,"$   747,047.03",YES
"GSLPG, INC",BETHLEHEM,PA,18019,"$   60,414.87",YES
GUARDIAN ELDER CARE AT ALIQUIPPA LLC,ALIQUIPPA,PA,150011110,"$   7,476.61",YES
GUARDIAN ELDER CARE AT ALTOONA LLC,ALTOONA,PA,166024303,"$   50,995.32",YES
"GUARDIAN ELDER CARE AT BEAVER FALLS, LLC",BEAVER FALLS,PA,150109740,"$   40,346.83",YES
"GUARDIAN ELDER CARE AT BETHEL PARK, LLC",BETHEL PARK,PA,151023106,"$   3,702.63",YES
GUARDIAN ELDER CARE AT BLOOMSBURG LLC,BLOOMSBURG,PA,178157932,"$   11,953.84",YES
GUARDIAN ELDER CARE AT BROCKWAY LLC,BROCKWAY,PA,158241038,"$   172,815.54",YES
"GUARDIAN ELDER CARE AT CARLISLE, LLC",CARLISLE,PA,170133631,"$   9,402.33",YES
GUARDIAN ELDER CARE AT CLARION LLC,CLARION,PA,162141745,"$   156,407.14",YES
"GUARDIAN ELDER CARE AT CLEARFIELD, LLC",CLEARFIELD,PA,168303245,"$   474,848.12",YES
"GUARDIAN ELDER CARE AT ELIZABETHTOWN, LLC",ELIZABETHTOWN,PA,170222422,$   500.00,YES
GUARDIAN ELDER CARE AT ERIE I LLC,ERIE,PA,165092620,"$   14,522.96",YES
GUARDIAN ELDER CARE AT ERIE II LLC,ERIE,PA,165064936,"$   18,440.71",YES
"GUARDIAN ELDER CARE AT ERIE III, LLC",ERIE,PA,165094831,"$   11,864.87",YES
GUARDIAN ELDER CARE AT FORKSVILLE LLC,FORKSVILLE,PA,186168912,"$   87,343.49",YES
"GUARDIAN ELDER CARE AT GREENSBURG, LLC",GREENSBURG,PA,156016457,"$   6,328.54",YES
GUARDIAN ELDER CARE AT HASTINGS LLC,ERIE,PA,165064936,"$   244,524.56",YES
GUARDIAN ELDER CARE AT JOHNSTOWN LLC,JOHNSTOWN,PA,159042926,"$   65,492.94",YES
GUARDIAN ELDER CARE AT KINGSTON LLC,KINGSTON,PA,187043703,"$   6,076.21",YES
GUARDIAN ELDER CARE AT LAPORTE LLC,LAPORTE,PA,186260100,"$   244,814.94",YES
GUARDIAN ELDER CARE AT LEWISTOWN LLC,LEWISTOWN,PA,170441245,"$   387,693.55",YES
"GUARDIAN ELDER CARE AT LOWER BURRELL, LLC",LOWER BURRELL,PA,150683345,"$   5,642.90",YES
GUARDIAN ELDER CARE AT MEYERSDALE LLC,MEYERSDALE,PA,155528729,"$   189,305.51",YES
GUARDIAN ELDER CARE AT MILLMONT LLC,MILLMONT,PA,178459334,"$   158,754.72",YES
"GUARDIAN ELDER CARE AT MONONGAHELA, LLC",MONONGAHELA,PA,150631057,"$   4,832.90",YES
GUARDIAN ELDER CARE AT MOUNTAIN TOP I LLC,MOUNTAIN TOP,PA,187071921,"$   19,700.38",YES
"GUARDIAN ELDER CARE AT MUNHALL, LLC",MUNHALL,PA,151202869,"$   1,851.31",YES
GUARDIAN ELDER CARE AT NANTICOKE II LLC,NANTICOKE,PA,186343806,"$   2,462.55",YES
GUARDIAN ELDER CARE AT NANTICOKE LLC,NANTICOKE,PA,186341327,"$   1,455.21",YES
GUARDIAN ELDER CARE AT OIL CITY LLC,OIL CITY,PA,163011283,"$   191,049.98",YES
GUARDIAN ELDER CARE AT QUAKERTOWN I LLC,QUAKERTOWN,PA,189511137,"$   14,129.89",YES
"GUARDIAN ELDER CARE AT RICHFIELD I, LLC",RICHFIELD,PA,170860248,"$   109,590.91",YES
GUARDIAN ELDER CARE AT SHIPPENVILLE LLC,SHIPPENVILLE,PA,162544024,"$   241,347.20",YES
GUARDIAN ELDER CARE AT TAYLOR LLC,TAYLOR,PA,185172012,"$   15,264.68",YES
GUARDIAN ELDER CARE AT TITUSVILLE LLC,TITUSVILLE,PA,163542402,"$   182,767.52",YES
"GUARDIAN ELDER CARE AT TYRONE I, LLC",TYRONE,PA,166861426,"$   168,231.42",YES
GUARDIAN ELDER CARE AT UNIONTOWN LLC,UNIONTOWN,PA,154015048,"$   24,423.27",YES
GUARDIAN ELDER CARE AT WARREN LLC,WARREN,PA,163652307,"$   249,451.89",YES
GUARDIAN ELDER CARE AT WAYNESBURG LLC,WAYNESBURG,PA,153708243,"$   243,540.39",YES
GUARDIAN ELDER CARE AT WEATHERLY I LLC,WEATHERLY,PA,182551530,"$   49,380.18",YES
GUIDING LIGHT HEALTH PC,STATE COLLEGE,PA,168015923,$   500.00,NO
GULF BREEZE PHYSICAL THERAPY INC,MECHANICSBURG,PA,170554325,"$   7,277.94",NO
GUTHRIE MEDICAL GROUP PC,SAYRE,PA,188401625,"$   3,308,015.14",YES
GWYNEDD HEALTHCARE LLC,LANSDALE,PA,194465301,"$   7,906.67",NO
H & M DRUGS INC,SUNBURY,PA,178015815,"$   3,692.86",YES
HAMILTON ARMS CENTER OPCO LLC,LANCASTER,PA,176035043,"$   3,954.96",NO
HAMILTON EYE INSTITUTE,ALLENTOWN,PA,181069113,"$   24,021.76",YES
HAMILTON SQUARE EMERGENCY MEDICAL ASSOCIATES LLC,HORSHAM,PA,190442279,"$   3,598.29",NO
HAND IN HAND CHRISTIAN COUNSELING LLC,FRANKLIN,PA,163232390,"$   9,768.19",YES
"HANOVER HEALTHCARE, INC",YORK,PA,174015321,"$   5,372.96",NO
"HANOVER SURGICENTER, L.L.C.",HANOVER,PA,173311576,$   920.62,NO
HANOVER TOWNSHIP VOLUNTEER FIRE CO.,BETHLEHEM,PA,180179415,$   506.33,NO
"HANSON, INC.",MEYERSDALE,PA,155521320,"$   2,882.11",YES
HARBOR COUNSELING,WELLSBORO,PA,169016711,"$   15,842.85",YES
HARBORCREEK YOUTH SERVICES,HARBORCREEK,PA,164211009,"$   27,797.48",NO
HARBORSIDE CONNECTICUT LIMITED,KENNETT SQUARE,PA,193483109,"$   15,564.45",NO
HARBORSIDE MASSACHUSETTS LIMITED PARTNERSHIP,KENNETT SQUARE,PA,193483109,"$   3,791.59",NO
HARBORSIDE NEW HAMPSHIRE LIMITED PARTNERSHIP,KENNETT SQUARE,PA,193483109,"$   195,153.54",YES
HARBORVIEW REHABILITATION AND CARE CENTER AT DOYLESTOWN LLC,COOPERSBURG,PA,180362130,"$   8,934.86",NO
HARMONY EMERGENCY MEDICAL SERVICES INC.,HARMONY,PA,160379252,"$   11,757.78",YES
HARMONY MENTAL HEALTH SERVICES INC.,PHILADELPHIA,PA,19103,$   500.00,NO
HARMONY WELLNESS GROUP INC,PHILADELPHIA,PA,191142217,$   500.00,NO
HASSAN KHALIL,MONTROSE,PA,188016402,"$   16,466.74",YES
"HAVEN CONVALESCENT HOME, INC.",NEW CASTLE,PA,161014257,"$   191,500.70",YES
"HAYATT HEALTH SERVICE, INC.",HUNTINGDON VALLEY,PA,190061559,$   500.00,NO
"HAZLETON PHYSICAL THERAPY, LLC",HAZLE TOWNSHIP,PA,182021465,"$   1,900.79",NO
HAZLETON PROFESSIONAL SERVICES,HAZLETON,PA,182016835,"$   84,296.69",YES
"HAZLETON SURGERY CENTER, LLC",HAZLETON,PA,182029297,"$   11,846.26",NO
HB ANESTHESIOLOGY GROUP PA,PHILADELPHIA,PA,191781280,"$   16,226.22",YES
"HBR CAMPBELL LANE, LLC",KENNETT SQUARE,PA,193483109,"$   41,077.48",NO
"HBR LEWISPORT, LLC",KENNETT SQUARE,PA,193483109,"$   70,190.67",YES
HEALING HANDS CHIROPRACTIC ASSOCIATION,MT CARMEL,PA,178512145,"$   7,940.68",YES
HEALTH NETWORK LABORATORIES LIMITED PARTNERSHIP,ALLENTOWN,PA,181099110,"$   305,117.03",YES
HEALTH SERVICES OF CLARION INC,CLARION,PA,162148515,"$   222,803.15",YES
"HEALTHCARE STAT HOME CARE,INC.",PHILADELPHIA,PA,191153847,$   500.00,NO
HEART GROUP OF ABINGTON LTD.,ABINGTON,PA,190013841,$   500.00,NO
HEART TO HEART D/B/A CARING MATTERS HOME CARE,BETHLEHEM,PA,180172802,$   844.64,NO
HEARTLAND REHABILITATION HOSPITAL LLC,ENOLA,PA,170251233,"$   141,462.18",NO
HELPING HANDS INC,BECHTELSVILLE,PA,195059522,$   500.00,NO
HELPMATES INC,CURWENSVILLE,PA,168331123,"$   299,322.32",YES
HEMLOCK FARMS VOLUNTEER FIRE AND RESCUE COMPANY,HAWLEY,PA,184289062,"$   16,259.98",YES
HENDRIX VISION CENTER INC,PHILADELPHIA,PA,191162542,$   500.00,NO
HENRY CLAY VILLA LP,MARKLEYSBURG,PA,154591025,"$   167,029.40",YES
HERMITAGE APOTHECARY INC,HERMITAGE,PA,161481862,$   502.07,NO
HERON POINT OF CHESTERTOWN INC,FORT WASHINGTON,PA,190342711,"$   32,503.36",YES
